Seed no.,Date,Type of Soil,Sunlight,Frequency of water,Nitrogren,Phosphorus,Potassium,Height (mm),Number of leaves
Seed 105,4-Apr,Organic Soil,1.5,1,1.5,2.2,2.3,0,0
Seed 106,4-Apr,Organic Soil,1.5,1,2,1.7,3.3,0,0
Seed 107,4-Apr,Organic Soil,1.5,1,1.6,1.9,2.6,23,2
Seed 108,4-Apr,Organic Soil,1.5,1,2.4,1.1,2.4,0,0
Seed 109,4-Apr,Organic Soil,1.5,1,2.6,1.6,3.1,0,0
Seed 110,4-Apr,Organic Soil,1.5,1,1.4,1.5,2.7,27,2
Seed 111,4-Apr,Organic Soil,1.5,1,2.8,2.1,2.6,0,0
Seed 112,4-Apr,Organic Soil,1.5,1,2.2,2.3,2.5,0,0
Seed 113,4-Apr,Organic Soil,1.5,1,1.7,2,2.9,24,2
Seed 114,4-Apr,Organic Soil,1.5,1,2,2.2,3.2,0,0
Seed 115,4-Apr,Organic Soil,1.5,1,1.5,1.2,3.4,0,0
Seed 116,4-Apr,Organic Soil,1.5,1,2.4,1.8,2.7,20,2
Seed 117,4-Apr,Organic Soil,1.5,1,2.3,2,3.1,0,0
Seed 118,4-Apr,Organic Soil,1.5,1,2.7,1.1,2.8,0,0
Seed 119,4-Apr,Organic Soil,1.5,1,1.9,1.4,3.3,19,2
Seed 120,4-Apr,Organic Soil,1.5,1,2.1,1.6,3,0,0
Seed 121,4-Apr,Organic Soil,1.5,1,2.5,2.2,2.3,15,2
Seed 122,4-Apr,Organic Soil,1.5,1,1.7,1.5,2.5,0,0
Seed 123,4-Apr,Organic Soil,1.5,1,2.2,1.3,2.6,0,0
Seed 124,4-Apr,Organic Soil,1.5,1,1.5,1.9,3.2,19,2
Seed 125,4-Apr,Organic Soil,1.5,1,2,1.7,2.4,0,0
Seed 126,4-Apr,Organic Soil,1.5,1,1.6,2.3,2.7,0,0
Seed 127,4-Apr,Organic Soil,1.5,1,2.4,2,2.9,0,0
Seed 128,4-Apr,Organic Soil,1.5,1,1.4,2.1,2.8,0,0
Seed 129,4-Apr,Organic Soil,1.5,1,2.8,1.2,3.1,20,2
Seed 130,4-Apr,Organic Soil,1.5,1,1.3,2.2,3.4,20,2
Seed 1,5-Apr,Loam Soil,2,1,2.5,1.6,2.8,39,2
Seed 2,5-Apr,Loam Soil,2,1,2.2,1.4,3.1,40,4
Seed 3,5-Apr,Loam Soil,2,1,2.4,1.7,3.3,40,3
Seed 4,5-Apr,Loam Soil,2,1,2,1.5,2.7,36,2
Seed 5,5-Apr,Loam Soil,2,1,2.7,1.2,3,49,4
Seed 6,5-Apr,Loam Soil,2,1,2.5,2.1,3.4,46,2
Seed 7,5-Apr,Loam Soil,2,1,2.2,1.5,2.8,33,2
Seed 8,5-Apr,Loam Soil,2,1,2.8,1.9,3.1,34,4
Seed 9,5-Apr,Loam Soil,2,1,2.3,1.3,3.5,41,2
Seed 10,5-Apr,Loam Soil,2,1,2.1,1.6,2.9,40,2
Seed 11,5-Apr,Loam Soil,2,1,2.6,1.8,3.3,35,3
Seed 12,5-Apr,Loam Soil,2,1,2.4,1.4,2.7,31,3
Seed 13,5-Apr,Loam Soil,2,1,2,1.7,3,33,3
Seed 14,5-Apr,Loam Soil,2,1,2.7,2.1,3.4,38,2
Seed 15,5-Apr,Loam Soil,2,1,2.5,1.5,2.8,51,4
Seed 16,5-Apr,Loam Soil,2,1,2.2,1.9,3.1,53,4
Seed 17,5-Apr,Loam Soil,2,1,2.8,1.3,3.5,39,4
Seed 18,5-Apr,Loam Soil,2,1,2.3,1.6,2.9,40,2
Seed 19,5-Apr,Loam Soil,2,1,2.1,1.8,3.3,31,4
Seed 20,5-Apr,Loam Soil,2,1,2.6,1.4,2.7,35,4
Seed 21,5-Apr,Loam Soil,2,1,2.4,2.1,3,34,4
Seed 22,5-Apr,Loam Soil,2,1,2,1.5,3.4,33,4
Seed 23,5-Apr,Loam Soil,2,1,2.7,1.3,2.8,39,3
Seed 24,5-Apr,Loam Soil,2,1,2.5,1.9,3.1,43,3
Seed 25,5-Apr,Loam Soil,2,1,2.2,1.3,3.5,51,3
Seed 26,5-Apr,Loam Soil,2,1,2.8,1.6,2.9,53,3
Seed 27,5-Apr,Loam Soil,2,1,2.3,1.8,3.3,38,3
Seed 28,5-Apr,Loam Soil,2,1,2.1,1.4,2.7,34,4
Seed 29,5-Apr,Loam Soil,2,1,2.6,1.7,3,31,3
Seed 30,5-Apr,Loam Soil,2,1,2.4,2.1,3.4,33,2
Seed 31,5-Apr,Loam Soil,2,1,2,1.5,2.8,55,5
Seed 32,5-Apr,Loam Soil,2,1,2.7,1.9,3.1,0,0
Seed 33,5-Apr,Loam Soil,2,1,2.5,1.3,3.5,25,3
Seed 34,5-Apr,Loam Soil,2,1,2.2,1.6,2.9,35,4
Seed 35,5-Apr,Loam Soil,2,1,2.8,1.8,3.3,50,3
Seed 36,5-Apr,Loam Soil,2,1,2.3,1.4,2.7,50,3
Seed 37,5-Apr,Loam Soil,2,1,2.1,1.7,3,44,2
Seed 38,5-Apr,Loam Soil,2,1,2.6,1.2,3.4,43,2
Seed 39,5-Apr,Loam Soil,2,1,2.4,1.5,2.8,40,4
Seed 40,5-Apr,Loam Soil,2,1,2,1.9,3.1,45,3
Seed 41,5-Apr,Loam Soil,2,1,2.5,1.6,3.5,40,2
Seed 42,5-Apr,Loam Soil,2,1,2.2,1.4,2.9,45,4
Seed 43,5-Apr,Loam Soil,2,1,2.8,1.8,3.3,33,4
Seed 44,5-Apr,Loam Soil,2,1,2.3,1.5,2.7,36,4
Seed 45,5-Apr,Loam Soil,2,1,2.1,1.9,3,41,4
Seed 46,5-Apr,Loam Soil,2,1,2.6,1.3,3.4,53,3
Seed 47,5-Apr,Loam Soil,2,1,2.4,1.6,2.8,51,2
Seed 48,5-Apr,Loam Soil,2,1,2,1.4,3.1,33,4
Seed 49,5-Apr,Loam Soil,2,1,2.7,1.8,3.5,40,4
Seed 50,5-Apr,Loam Soil,2,1,2.5,1.5,2.9,45,3
Seed 51,5-Apr,Loam Soil,2,1,2.2,1.9,3.3,45,4
Seed 52,5-Apr,Loam Soil,2,1,2.8,1.3,2.7,40,4
Seed 53,5-Apr,Loam Soil,2,1,2.3,1.6,3,37,2
Seed 54,5-Apr,Loam Soil,2,1,2.1,1.4,3.4,40,4
Seed 55,5-Apr,Loam Soil,2,1,2.6,1.8,2.8,60,3
Seed 56,5-Apr,Loam Soil,2,1,2.4,1.5,3.1,55,2
Seed 57,5-Apr,Loam Soil,2,1,2,1.9,3.5,40,2
Seed 58,5-Apr,Loam Soil,2,1,2.7,1.3,2.9,36,3
Seed 59,5-Apr,Loam Soil,2,1,2.5,1.7,3.3,35,4
Seed 60,5-Apr,Loam Soil,2,1,2.2,1.5,2.7,40,4
Seed 61,5-Apr,Loam Soil,2,1,2.8,1.6,3,45,3
Seed 62,5-Apr,Loam Soil,2,1,2.3,1.4,3.4,29,4
Seed 63,5-Apr,Loam Soil,2,1,2.1,1.8,2.8,34,3
Seed 64,5-Apr,Loam Soil,2,1,2.6,1.2,3.1,50,4
Seed 65,5-Apr,Loam Soil,2,1,2.4,1.7,3.5,56,4
Seed 66,5-Apr,Organic Soil,1.5,1,2,1.5,2.9,25,3
Seed 67,5-Apr,Organic Soil,1.5,1,2.7,1.9,3.3,0,0
Seed 68,5-Apr,Organic Soil,1.5,1,2.5,1.3,2.7,25,2
Seed 69,5-Apr,Organic Soil,1.5,1,2.2,1.6,3,21,2
Seed 70,5-Apr,Organic Soil,1.5,1,2.8,1.4,3.4,0,0
Seed 71,5-Apr,Organic Soil,1.5,1,2.3,1.8,2.8,20,2
Seed 72,5-Apr,Organic Soil,1.5,1,2.1,1.5,3.1,0,0
Seed 73,5-Apr,Organic Soil,1.5,1,2.6,1.9,3.5,0,0
Seed 74,5-Apr,Organic Soil,1.5,1,2.4,1.3,2.9,20,2
Seed 75,5-Apr,Organic Soil,1.5,1,2,1.7,3.3,0,0
Seed 76,5-Apr,Organic Soil,1.5,1,2.7,1.5,2.7,0,0
Seed 77,5-Apr,Organic Soil,1.5,1,2.5,1.8,3,28,2
Seed 78,5-Apr,Organic Soil,1.5,1,2.2,1.6,3.4,0,0
Seed 79,5-Apr,Organic Soil,1.5,1,2.3,1.5,3.1,23,2
Seed 80,5-Apr,Organic Soil,1.5,1,2.1,1.7,3.5,0,0
Seed 81,5-Apr,Organic Soil,1.5,1,2.6,1.9,2.9,0,0
Seed 82,5-Apr,Organic Soil,1.5,1,2.4,1.3,3.3,23,2
Seed 83,5-Apr,Organic Soil,1.5,1,2,1.6,2.7,0,0
Seed 84,5-Apr,Organic Soil,1.5,1,2.7,1.8,3,18,2
Seed 85,5-Apr,Organic Soil,1.5,1,2.5,1.4,3.4,0,0
Seed 86,5-Apr,Organic Soil,1.5,1,2.2,1.6,2.8,14,2
Seed 87,5-Apr,Organic Soil,1.5,1,2.8,1.5,3.1,0,0
Seed 88,5-Apr,Organic Soil,1.5,1,2.3,1.9,3.5,25,2
Seed 89,5-Apr,Organic Soil,1.5,1,2.1,1.3,2.9,0,0
Seed 90,5-Apr,Organic Soil,1.5,1,2.6,1.7,3.3,0,0
Seed 91,5-Apr,Organic Soil,1.5,1,2.4,1.5,2.7,0,0
Seed 92,5-Apr,Organic Soil,1.5,1,2,1.9,3,20,2
Seed 93,5-Apr,Organic Soil,1.5,1,2.7,1.3,3.4,0,0
Seed 94,5-Apr,Organic Soil,1.5,1,2.5,1.6,2.8,22,2
Seed 95,5-Apr,Organic Soil,1.5,1,2.2,1.4,3.1,0,0
Seed 96,5-Apr,Organic Soil,1.5,1,2.8,1.8,3.5,0,0
Seed 97,5-Apr,Organic Soil,1.5,1,2.3,1.5,2.9,0,0
Seed 98,5-Apr,Organic Soil,1.5,1,2.1,1.7,3.3,0,0
Seed 99,5-Apr,Organic Soil,1.5,1,2.6,1.9,2.7,27,2
Seed 100,5-Apr,Organic Soil,1.5,1,2.4,1.3,3,0,0
Seed 101,5-Apr,Organic Soil,1.5,1,2,1.6,3.4,25,2
Seed 102,5-Apr,Organic Soil,1.5,1,2.7,1.8,2.8,0,0
Seed 103,5-Apr,Organic Soil,1.5,1,2.5,1.4,3.1,0,0
Seed 104,5-Apr,Organic Soil,1.5,1,2.2,1.9,3.5,24,2
Seed 105,5-Apr,Organic Soil,1.5,1,2.8,1.5,2.9,0,0
Seed 106,5-Apr,Organic Soil,1.5,1,2.3,1.7,3.3,0,0
Seed 107,5-Apr,Organic Soil,1.5,1,2.1,1.6,2.7,23,2
Seed 108,5-Apr,Organic Soil,1.5,1,2.6,1.4,3,0,0
Seed 109,5-Apr,Organic Soil,1.5,1,2.4,1.8,3.4,0,0
Seed 110,5-Apr,Organic Soil,1.5,1,2,1.5,2.8,29,2
Seed 111,5-Apr,Organic Soil,1.5,1,2.7,1.3,3.1,0,0
Seed 112,5-Apr,Organic Soil,1.5,1,2.5,1.9,3.5,0,0
Seed 113,5-Apr,Organic Soil,1.5,1,2.2,1.3,2.9,25,2
Seed 114,5-Apr,Organic Soil,1.5,1,2.8,1.7,3.3,0,0
Seed 115,5-Apr,Organic Soil,1.5,1,2.3,1.5,2.7,0,0
Seed 116,5-Apr,Organic Soil,1.5,1,2.1,1.9,3,21,2
Seed 117,5-Apr,Organic Soil,1.5,1,2.4,1.5,2.8,0,0
Seed 118,5-Apr,Organic Soil,1.5,1,2,1.3,3.1,0,0
Seed 119,5-Apr,Organic Soil,1.5,1,2.7,1.7,3.5,20,2
Seed 120,5-Apr,Organic Soil,1.5,1,2.5,1.9,2.9,0,0
Seed 121,5-Apr,Organic Soil,1.5,1,2.2,1.3,3.3,16,2
Seed 122,5-Apr,Organic Soil,1.5,1,2.8,1.6,2.7,0,0
Seed 123,5-Apr,Organic Soil,1.5,1,2.3,1.8,3,0,0
Seed 124,5-Apr,Organic Soil,1.5,1,2.1,1.4,3.4,22,2
Seed 125,5-Apr,Organic Soil,1.5,1,2.6,1.5,2.8,0,0
Seed 126,5-Apr,Organic Soil,1.5,1,2.4,1.7,3.1,0,0
Seed 127,5-Apr,Organic Soil,1.5,1,2,1.9,3.5,0,0
Seed 128,5-Apr,Organic Soil,1.5,1,2.7,1.4,2.9,0,0
Seed 129,5-Apr,Organic Soil,1.5,1,2.5,1.8,3.3,20,2
Seed 130,5-Apr,Organic Soil,1.5,1,2.2,1.6,2.7,21,2
Seed 1,6-Apr,Loam Soil,0.5,1,2.8,1.5,3,39,3
Seed 2,6-Apr,Loam Soil,0.5,1,2.3,1.3,3.4,41,4
Seed 3,6-Apr,Loam Soil,0.5,1,2.1,1.7,2.8,40,3
Seed 4,6-Apr,Loam Soil,0.5,1,2.6,1.9,3.1,36,2
Seed 5,6-Apr,Loam Soil,0.5,1,2.4,1.5,3.5,49,4
Seed 6,6-Apr,Loam Soil,0.5,1,2,1.3,2.9,46,3
Seed 7,6-Apr,Loam Soil,0.5,1,2.7,1.8,3.3,33,2
Seed 8,6-Apr,Loam Soil,0.5,1,2.5,1.6,2.7,34,4
Seed 9,6-Apr,Loam Soil,0.5,1,2.2,1.4,3,41,2
Seed 10,6-Apr,Loam Soil,0.5,1,2.8,1.7,3.4,40,3
Seed 11,6-Apr,Loam Soil,0.5,1,2.3,1.5,2.8,36,3
Seed 12,6-Apr,Loam Soil,0.5,1,2.1,1.9,3.1,31,3
Seed 13,6-Apr,Loam Soil,0.5,1,2.6,1.3,3.5,33,3
Seed 14,6-Apr,Loam Soil,0.5,1,2.4,1.7,2.9,38,3
Seed 15,6-Apr,Loam Soil,0.5,1,2,1.5,3.3,51,4
Seed 16,6-Apr,Loam Soil,0.5,1,2.7,1.8,2.7,53,4
Seed 17,6-Apr,Loam Soil,0.5,1,2.5,1.4,3,40,4
Seed 18,6-Apr,Loam Soil,0.5,1,2.2,1.6,3.4,40,3
Seed 19,6-Apr,Loam Soil,0.5,1,2.8,1.5,2.8,31,4
Seed 20,6-Apr,Loam Soil,0.5,1,2.3,1.9,3.1,35,4
Seed 21,6-Apr,Loam Soil,0.5,1,2.1,1.3,3.5,34,4
Seed 22,6-Apr,Loam Soil,0.5,1,2.6,1.7,2.9,34,4
Seed 23,6-Apr,Loam Soil,0.5,1,2.4,1.5,3.3,39,3
Seed 24,6-Apr,Loam Soil,0.5,1,2,1.8,2.7,43,3
Seed 25,6-Apr,Loam Soil,0.5,1,2.4,1.9,3.4,51,3
Seed 26,6-Apr,Loam Soil,0.5,1,2,1.6,2.8,53,3
Seed 27,6-Apr,Loam Soil,0.5,1,2.7,1.4,3.1,38,3
Seed 28,6-Apr,Loam Soil,0.5,1,2.5,1.8,3.5,34,4
Seed 29,6-Apr,Loam Soil,0.5,1,2.2,1.5,2.9,31,3
Seed 30,6-Apr,Loam Soil,0.5,1,2.8,1.7,3.3,33,2
Seed 31,6-Apr,Loam Soil,0.5,1,2.3,1.6,2.7,55,5
Seed 32,6-Apr,Loam Soil,0.5,1,2.1,1.4,3,0,0
Seed 33,6-Apr,Loam Soil,0.5,1,2.6,1.9,3.4,27,3
Seed 34,6-Apr,Loam Soil,0.5,1,2.4,1.5,2.8,36,4
Seed 35,6-Apr,Loam Soil,0.5,1,2,1.7,3.1,50,3
Seed 36,6-Apr,Loam Soil,0.5,1,2.7,1.3,3.5,51,3
Seed 37,6-Apr,Loam Soil,0.5,1,2.5,1.6,2.9,44,2
Seed 38,6-Apr,Loam Soil,0.5,1,2.2,1.8,3.3,43,3
Seed 39,6-Apr,Loam Soil,0.5,1,2.8,1.4,2.7,40,4
Seed 40,6-Apr,Loam Soil,0.5,1,2.3,1.6,3,45,3
Seed 41,6-Apr,Loam Soil,0.5,1,2.1,1.9,3.4,40,2
Seed 42,6-Apr,Loam Soil,0.5,1,2.6,1.5,2.8,45,4
Seed 43,6-Apr,Loam Soil,0.5,1,2.4,1.7,3.1,33,4
Seed 44,6-Apr,Loam Soil,0.5,1,2,1.5,3.5,36,4
Seed 45,6-Apr,Loam Soil,0.5,1,2.7,1.8,2.9,41,4
Seed 46,6-Apr,Loam Soil,0.5,1,2.5,1.3,3.3,53,3
Seed 47,6-Apr,Loam Soil,0.5,1,2.2,1.6,2.7,51,2
Seed 48,6-Apr,Loam Soil,0.5,1,2.8,1.4,3,33,4
Seed 49,6-Apr,Loam Soil,0.5,1,2.3,1.9,3.4,40,4
Seed 50,6-Apr,Loam Soil,0.5,1,2.1,1.6,2.8,45,3
Seed 51,6-Apr,Loam Soil,0.5,1,2.6,1.3,3.1,45,4
Seed 52,6-Apr,Loam Soil,0.5,1,2.4,1.8,3.5,40,4
Seed 53,6-Apr,Loam Soil,0.5,1,2,1.5,2.9,37,2
Seed 54,6-Apr,Loam Soil,0.5,1,2.7,1.7,3.3,40,4
Seed 55,6-Apr,Loam Soil,0.5,1,2.5,1.4,2.7,60,3
Seed 56,6-Apr,Loam Soil,0.5,1,2.2,1.9,3,55,2
Seed 57,6-Apr,Loam Soil,0.5,1,2.8,1.6,3.4,40,2
Seed 58,6-Apr,Loam Soil,0.5,1,2.3,1.5,2.8,36,3
Seed 59,6-Apr,Loam Soil,0.5,1,2.1,1.7,3.1,35,4
Seed 60,6-Apr,Loam Soil,0.5,1,2.6,1.9,3.5,40,4
Seed 61,6-Apr,Loam Soil,0.5,1,2.4,1.3,2.9,46,3
Seed 62,6-Apr,Loam Soil,0.5,1,2,1.8,3.3,29,4
Seed 63,6-Apr,Loam Soil,0.5,1,2.5,1.4,3.1,35,3
Seed 64,6-Apr,Loam Soil,0.5,1,2.2,1.9,3.5,51,4
Seed 65,6-Apr,Loam Soil,0.5,1,2.8,1.6,2.9,56,4
Seed 66,6-Apr,Organic Soil,0.25,1,2.3,1.5,2.7,27,3
Seed 67,6-Apr,Organic Soil,0.25,1,2.1,1.7,3,0,0
Seed 68,6-Apr,Organic Soil,0.25,1,2.6,1.3,3.4,25,2
Seed 69,6-Apr,Organic Soil,0.25,1,2.4,1.8,2.8,21,2
Seed 70,6-Apr,Organic Soil,0.25,1,2,1.5,3.1,0,0
Seed 71,6-Apr,Organic Soil,0.25,1,2.7,1.9,3.5,21,2
Seed 72,6-Apr,Organic Soil,0.25,1,2.5,1.6,2.9,0,0
Seed 73,6-Apr,Organic Soil,0.25,1,2.2,1.4,3.3,0,0
Seed 74,6-Apr,Organic Soil,0.25,1,2.8,1.7,2.7,20,2
Seed 75,6-Apr,Organic Soil,0.25,1,2.3,1.6,3,0,0
Seed 76,6-Apr,Organic Soil,0.25,1,2.1,1.9,3.4,0,0
Seed 77,6-Apr,Organic Soil,0.25,1,2.6,1.5,2.8,29,2
Seed 78,6-Apr,Organic Soil,0.25,1,2.4,1.7,3.1,0,0
Seed 79,6-Apr,Organic Soil,0.25,1,2,1.3,3.5,23,2
Seed 80,6-Apr,Organic Soil,0.25,1,2.7,1.8,2.9,0,0
Seed 81,6-Apr,Organic Soil,0.25,1,2.5,1.4,3.3,0,0
Seed 82,6-Apr,Organic Soil,0.25,1,2.2,1.6,2.7,25,2
Seed 83,6-Apr,Organic Soil,0.25,1,2.8,1.4,3,0,0
Seed 84,6-Apr,Organic Soil,0.25,1,2.3,1.9,3.4,18,2
Seed 85,6-Apr,Organic Soil,0.25,1,2.1,1.6,2.8,0,0
Seed 86,6-Apr,Organic Soil,0.25,1,2.6,1.3,3.1,15,2
Seed 87,6-Apr,Organic Soil,0.25,1,2.4,1.8,3.5,0,0
Seed 88,6-Apr,Organic Soil,0.25,1,2,1.5,2.9,26,2
Seed 89,6-Apr,Organic Soil,0.25,1,2.7,1.7,3.3,0,0
Seed 90,6-Apr,Organic Soil,0.25,1,2.5,1.4,2.7,0,0
Seed 91,6-Apr,Organic Soil,0.25,1,2.2,1.9,3,0,0
Seed 92,6-Apr,Organic Soil,0.25,1,2.8,1.6,3.4,21,2
Seed 93,6-Apr,Organic Soil,0.25,1,2.3,1.5,2.8,0,0
Seed 94,6-Apr,Organic Soil,0.25,1,2.1,1.7,3.1,24,2
Seed 95,6-Apr,Organic Soil,0.25,1,2.6,1.9,3.5,0,0
Seed 96,6-Apr,Organic Soil,0.25,1,2.4,1.3,2.9,0,0
Seed 97,6-Apr,Organic Soil,0.25,1,2,1.8,3.3,0,0
Seed 98,6-Apr,Organic Soil,0.25,1,2.7,1.6,2.7,0,0
Seed 99,6-Apr,Organic Soil,0.25,1,2.5,1.4,3,29,2
Seed 100,6-Apr,Organic Soil,0.25,1,2.2,1.9,3.4,0,0
Seed 101,6-Apr,Organic Soil,0.25,1,2.4,1.7,3.1,28,2
Seed 102,6-Apr,Organic Soil,0.25,1,2,1.5,3.5,0,0
Seed 103,6-Apr,Organic Soil,0.25,1,2.7,1.8,2.9,0,0
Seed 104,6-Apr,Organic Soil,0.25,1,2.5,1.4,2.7,27,2
Seed 105,6-Apr,Organic Soil,0.25,1,2.2,1.9,3,0,0
Seed 106,6-Apr,Organic Soil,0.25,1,2.8,1.6,3.4,0,0
Seed 107,6-Apr,Organic Soil,0.25,1,2.3,1.5,2.8,23,2
Seed 108,6-Apr,Organic Soil,0.25,1,2.1,1.7,3.1,0,0
Seed 109,6-Apr,Organic Soil,0.25,1,2.6,1.9,3.5,0,0
Seed 110,6-Apr,Organic Soil,0.25,1,2.4,1.3,2.9,31,2
Seed 111,6-Apr,Organic Soil,0.25,1,2,1.8,3.3,0,0
Seed 112,6-Apr,Organic Soil,0.25,1,2.7,1.6,2.7,0,0
Seed 113,6-Apr,Organic Soil,0.25,1,2.5,1.4,3,27,2
Seed 114,6-Apr,Organic Soil,0.25,1,2.2,1.9,3.4,0,0
Seed 115,6-Apr,Organic Soil,0.25,1,2.8,1.5,2.8,0,0
Seed 116,6-Apr,Organic Soil,0.25,1,2.3,1.7,3.1,25,2
Seed 117,6-Apr,Organic Soil,0.25,1,2.1,1.6,3.5,0,0
Seed 118,6-Apr,Organic Soil,0.25,1,2.6,1.3,2.9,0,0
Seed 119,6-Apr,Organic Soil,0.25,1,2.4,1.8,3.3,25,2
Seed 120,6-Apr,Organic Soil,0.25,1,2,1.5,2.7,0,0
Seed 121,6-Apr,Organic Soil,0.25,1,2.7,1.9,3,16,2
Seed 122,6-Apr,Organic Soil,0.25,1,2.5,1.4,3.4,0,0
Seed 123,6-Apr,Organic Soil,0.25,1,2.2,1.6,2.8,0,0
Seed 124,6-Apr,Organic Soil,0.25,1,2.8,1.4,3.1,23,2
Seed 125,6-Apr,Organic Soil,0.25,1,2.3,1.9,3.5,0,0
Seed 126,6-Apr,Organic Soil,0.25,1,2.1,1.6,2.9,0,0
Seed 127,6-Apr,Organic Soil,0.25,1,2.6,1.3,3.3,0,0
Seed 128,6-Apr,Organic Soil,0.25,1,2.4,1.7,2.7,0,0
Seed 129,6-Apr,Organic Soil,0.25,1,2,1.5,3,23,2
Seed 130,6-Apr,Organic Soil,0.25,1,2.7,1.8,3.4,22,2
Seed 1,7-Apr,Loam Soil,0.5,1,2.5,1.4,2.8,39,3
Seed 2,7-Apr,Loam Soil,0.5,1,2.2,1.9,3.1,41,4
Seed 3,7-Apr,Loam Soil,0.5,1,2.8,1.6,3.5,40,3
Seed 4,7-Apr,Loam Soil,0.5,1,2.3,1.5,2.9,36,3
Seed 5,7-Apr,Loam Soil,0.5,1,2.1,1.7,3.3,49,4
Seed 6,7-Apr,Loam Soil,0.5,1,2.6,1.9,2.7,46,3
Seed 7,7-Apr,Loam Soil,0.5,1,2.4,1.3,3,33,3
Seed 8,7-Apr,Loam Soil,0.5,1,2,1.8,3.4,34,4
Seed 9,7-Apr,Loam Soil,0.5,1,2.4,1.4,3.1,41,2
Seed 10,7-Apr,Loam Soil,0.5,1,2,1.7,3.5,40,3
Seed 11,7-Apr,Loam Soil,0.5,1,2.7,1.6,2.9,36,3
Seed 12,7-Apr,Loam Soil,0.5,1,2.5,1.9,2.7,31,3
Seed 13,7-Apr,Loam Soil,0.5,1,2.2,1.3,3,35,3
Seed 14,7-Apr,Loam Soil,0.5,1,2.8,1.8,3.4,38,3
Seed 15,7-Apr,Loam Soil,0.5,1,2.3,1.5,2.8,51,4
Seed 16,7-Apr,Loam Soil,0.5,1,2.1,1.6,3.1,53,4
Seed 17,7-Apr,Loam Soil,0.5,1,2.6,1.4,3.5,40,4
Seed 18,7-Apr,Loam Soil,0.5,1,2.4,1.7,2.9,40,3
Seed 19,7-Apr,Loam Soil,0.5,1,2,1.9,2.7,31,4
Seed 20,7-Apr,Loam Soil,0.5,1,2.7,1.3,3,36,4
Seed 21,7-Apr,Loam Soil,0.5,1,2.5,1.8,3.4,35,4
Seed 22,7-Apr,Loam Soil,0.5,1,2.2,1.5,2.8,34,4
Seed 23,7-Apr,Loam Soil,0.5,1,2.8,1.6,3.1,39,3
Seed 24,7-Apr,Loam Soil,0.5,1,2.3,1.4,3.5,43,3
Seed 25,7-Apr,Loam Soil,0.5,1,2.1,1.7,2.9,51,3
Seed 26,7-Apr,Loam Soil,0.5,1,2.6,1.9,2.7,53,3
Seed 27,7-Apr,Loam Soil,0.5,1,2.4,1.3,3,40,3
Seed 28,7-Apr,Loam Soil,0.5,1,2,1.8,3.4,35,4
Seed 29,7-Apr,Loam Soil,0.5,1,2.7,1.6,2.8,31,3
Seed 30,7-Apr,Loam Soil,0.5,1,2.5,1.9,3.1,35,2
Seed 31,7-Apr,Loam Soil,0.5,1,2.2,1.4,3.5,55,5
Seed 32,7-Apr,Loam Soil,0.5,1,2.8,1.7,2.9,0,0
Seed 33,7-Apr,Loam Soil,0.5,1,2.3,1.5,2.7,27,3
Seed 34,7-Apr,Loam Soil,0.5,1,2.1,1.6,3,36,4
Seed 35,7-Apr,Loam Soil,0.5,1,2.6,1.4,3.4,50,3
Seed 36,7-Apr,Loam Soil,0.5,1,2.4,1.7,2.8,51,3
Seed 37,7-Apr,Loam Soil,0.5,1,2,1.9,3.1,44,3
Seed 38,7-Apr,Loam Soil,0.5,1,2.7,1.3,3.5,43,3
Seed 39,7-Apr,Loam Soil,0.5,1,2.5,1.8,2.9,40,4
Seed 40,7-Apr,Loam Soil,0.5,1,2.2,1.5,2.7,45,3
Seed 41,7-Apr,Loam Soil,0.5,1,2.8,1.6,3,41,3
Seed 42,7-Apr,Loam Soil,0.5,1,2.3,1.4,3.4,45,4
Seed 43,7-Apr,Loam Soil,0.5,1,2.1,1.7,2.8,34,4
Seed 44,7-Apr,Loam Soil,0.5,1,2.6,1.9,3.1,37,4
Seed 45,7-Apr,Loam Soil,0.5,1,2.4,1.3,3.5,43,4
Seed 46,7-Apr,Loam Soil,0.5,1,2,1.8,2.9,54,3
Seed 47,7-Apr,Loam Soil,0.5,1,2.5,1.4,3,51,2
Seed 48,7-Apr,Loam Soil,0.5,1,2.2,1.6,3.4,35,4
Seed 49,7-Apr,Loam Soil,0.5,1,2.8,1.3,2.8,40,4
Seed 50,7-Apr,Loam Soil,0.5,1,2.3,1.7,3.1,45,3
Seed 51,7-Apr,Loam Soil,0.5,1,2.1,1.9,3.5,45,4
Seed 52,7-Apr,Loam Soil,0.5,1,2.6,1.5,2.9,40,4
Seed 53,7-Apr,Loam Soil,0.5,1,2.4,1.8,3.3,38,2
Seed 54,7-Apr,Loam Soil,0.5,1,2,1.5,2.7,40,4
Seed 55,7-Apr,Loam Soil,0.5,1,2.7,1.9,3,60,3
Seed 56,7-Apr,Loam Soil,0.5,1,2.5,1.6,3.4,55,3
Seed 57,7-Apr,Loam Soil,0.5,1,2.2,1.4,2.8,40,2
Seed 58,7-Apr,Loam Soil,0.5,1,2.8,1.7,3.1,36,3
Seed 59,7-Apr,Loam Soil,0.5,1,2.3,1.6,3.5,35,4
Seed 60,7-Apr,Loam Soil,0.5,1,2.1,1.9,2.9,40,4
Seed 61,7-Apr,Loam Soil,0.5,1,2.6,1.5,3.3,46,3
